image,label,component,sequence,frame
Adverse_A_scene_000003_000000000000000165.png,Adverse_A_scene_000003_000000000000000165.txt,Adverse_A,Adverse_A_scene_000003,000000000000000165
Adverse_A_scene_000003_000000000000000185.png,Adverse_A_scene_000003_000000000000000185.txt,Adverse_A,Adverse_A_scene_000003,000000000000000185
Adverse_A_scene_000003_000000000000000205.png,Adverse_A_scene_000003_000000000000000205.txt,Adverse_A,Adverse_A_scene_000003,000000000000000205
Adverse_A_scene_000004_000000000000000025.png,Adverse_A_scene_000004_000000000000000025.txt,Adverse_A,Adverse_A_scene_000004,000000000000000025
Adverse_A_scene_000004_000000000000000045.png,Adverse_A_scene_000004_000000000000000045.txt,Adverse_A,Adverse_A_scene_000004,000000000000000045
Adverse_A_scene_000004_000000000000000065.png,Adverse_A_scene_000004_000000000000000065.txt,Adverse_A,Adverse_A_scene_000004,000000000000000065
Adverse_A_scene_000004_000000000000000085.png,Adverse_A_scene_000004_000000000000000085.txt,Adverse_A,Adverse_A_scene_000004,000000000000000085
Adverse_A_scene_000004_000000000000000105.png,Adverse_A_scene_000004_000000000000000105.txt,Adverse_A,Adverse_A_scene_000004,000000000000000105
Adverse_A_scene_000004_000000000000000125.png,Adverse_A_scene_000004_000000000000000125.txt,Adverse_A,Adverse_A_scene_000004,000000000000000125
Adverse_A_scene_000004_000000000000000145.png,Adverse_A_scene_000004_000000000000000145.txt,Adverse_A,Adverse_A_scene_000004,000000000000000145
Adverse_A_scene_000004_000000000000000165.png,Adverse_A_scene_000004_000000000000000165.txt,Adverse_A,Adverse_A_scene_000004,000000000000000165
Adverse_A_scene_000004_000000000000000185.png,Adverse_A_scene_000004_000000000000000185.txt,Adverse_A,Adverse_A_scene_000004,000000000000000185
Adverse_A_scene_000004_000000000000000205.png,Adverse_A_scene_000004_000000000000000205.txt,Adverse_A,Adverse_A_scene_000004,000000000000000205
Adverse_A_scene_000005_000000000000000025.png,Adverse_A_scene_000005_000000000000000025.txt,Adverse_A,Adverse_A_scene_000005,000000000000000025
Adverse_A_scene_000005_000000000000000045.png,Adverse_A_scene_000005_000000000000000045.txt,Adverse_A,Adverse_A_scene_000005,000000000000000045
Adverse_A_scene_000005_000000000000000065.png,Adverse_A_scene_000005_000000000000000065.txt,Adverse_A,Adverse_A_scene_000005,000000000000000065
Adverse_A_scene_000005_000000000000000085.png,Adverse_A_scene_000005_000000000000000085.txt,Adverse_A,Adverse_A_scene_000005,000000000000000085
Adverse_A_scene_000005_000000000000000105.png,Adverse_A_scene_000005_000000000000000105.txt,Adverse_A,Adverse_A_scene_000005,000000000000000105
Adverse_A_scene_000005_000000000000000125.png,Adverse_A_scene_000005_000000000000000125.txt,Adverse_A,Adverse_A_scene_000005,000000000000000125
Adverse_A_scene_000005_000000000000000145.png,Adverse_A_scene_000005_000000000000000145.txt,Adverse_A,Adverse_A_scene_000005,000000000000000145
Adverse_A_scene_000005_000000000000000165.png,Adverse_A_scene_000005_000000000000000165.txt,Adverse_A,Adverse_A_scene_000005,000000000000000165
Adverse_A_scene_000005_000000000000000185.png,Adverse_A_scene_000005_000000000000000185.txt,Adverse_A,Adverse_A_scene_000005,000000000000000185
Adverse_A_scene_000005_000000000000000205.png,Adverse_A_scene_000005_000000000000000205.txt,Adverse_A,Adverse_A_scene_000005,000000000000000205
Adverse_A_scene_000006_000000000000000025.png,Adverse_A_scene_000006_000000000000000025.txt,Adverse_A,Adverse_A_scene_000006,000000000000000025
Adverse_A_scene_000006_000000000000000045.png,Adverse_A_scene_000006_000000000000000045.txt,Adverse_A,Adverse_A_scene_000006,000000000000000045
Adverse_A_scene_000006_000000000000000065.png,Adverse_A_scene_000006_000000000000000065.txt,Adverse_A,Adverse_A_scene_000006,000000000000000065
Adverse_A_scene_000006_000000000000000085.png,Adverse_A_scene_000006_000000000000000085.txt,Adverse_A,Adverse_A_scene_000006,000000000000000085
Adverse_A_scene_000006_000000000000000105.png,Adverse_A_scene_000006_000000000000000105.txt,Adverse_A,Adverse_A_scene_000006,000000000000000105
Adverse_A_scene_000006_000000000000000125.png,Adverse_A_scene_000006_000000000000000125.txt,Adverse_A,Adverse_A_scene_000006,000000000000000125
Adverse_A_scene_000006_000000000000000145.png,Adverse_A_scene_000006_000000000000000145.txt,Adverse_A,Adverse_A_scene_000006,000000000000000145
Adverse_A_scene_000006_000000000000000165.png,Adverse_A_scene_000006_000000000000000165.txt,Adverse_A,Adverse_A_scene_000006,000000000000000165
Adverse_A_scene_000006_000000000000000185.png,Adverse_A_scene_000006_000000000000000185.txt,Adverse_A,Adverse_A_scene_000006,000000000000000185
Adverse_A_scene_000006_000000000000000205.png,Adverse_A_scene_000006_000000000000000205.txt,Adverse_A,Adverse_A_scene_000006,000000000000000205
Adverse_A_scene_000007_000000000000000025.png,Adverse_A_scene_000007_000000000000000025.txt,Adverse_A,Adverse_A_scene_000007,000000000000000025
Adverse_A_scene_000007_000000000000000045.png,Adverse_A_scene_000007_000000000000000045.txt,Adverse_A,Adverse_A_scene_000007,000000000000000045
Adverse_A_scene_000007_000000000000000065.png,Adverse_A_scene_000007_000000000000000065.txt,Adverse_A,Adverse_A_scene_000007,000000000000000065
Adverse_A_scene_000007_000000000000000085.png,Adverse_A_scene_000007_000000000000000085.txt,Adverse_A,Adverse_A_scene_000007,000000000000000085
Adverse_A_scene_000007_000000000000000105.png,Adverse_A_scene_000007_000000000000000105.txt,Adverse_A,Adverse_A_scene_000007,000000000000000105
Adverse_A_scene_000007_000000000000000125.png,Adverse_A_scene_000007_000000000000000125.txt,Adverse_A,Adverse_A_scene_000007,000000000000000125
Adverse_A_scene_000007_000000000000000145.png,Adverse_A_scene_000007_000000000000000145.txt,Adverse_A,Adverse_A_scene_000007,000000000000000145
Adverse_A_scene_000007_000000000000000165.png,Adverse_A_scene_000007_000000000000000165.txt,Adverse_A,Adverse_A_scene_000007,000000000000000165
Adverse_A_scene_000007_000000000000000185.png,Adverse_A_scene_000007_000000000000000185.txt,Adverse_A,Adverse_A_scene_000007,000000000000000185
Adverse_A_scene_000007_000000000000000205.png,Adverse_A_scene_000007_000000000000000205.txt,Adverse_A,Adverse_A_scene_000007,000000000000000205
Adverse_A_scene_000008_000000000000000025.png,Adverse_A_scene_000008_000000000000000025.txt,Adverse_A,Adverse_A_scene_000008,000000000000000025
Adverse_A_scene_000008_000000000000000045.png,Adverse_A_scene_000008_000000000000000045.txt,Adverse_A,Adverse_A_scene_000008,000000000000000045
Adverse_A_scene_000008_000000000000000065.png,Adverse_A_scene_000008_000000000000000065.txt,Adverse_A,Adverse_A_scene_000008,000000000000000065
Adverse_A_scene_000008_000000000000000085.png,Adverse_A_scene_000008_000000000000000085.txt,Adverse_A,Adverse_A_scene_000008,000000000000000085
Adverse_A_scene_000008_000000000000000105.png,Adverse_A_scene_000008_000000000000000105.txt,Adverse_A,Adverse_A_scene_000008,000000000000000105
Adverse_A_scene_000008_000000000000000125.png,Adverse_A_scene_000008_000000000000000125.txt,Adverse_A,Adverse_A_scene_000008,000000000000000125
Adverse_A_scene_000008_000000000000000145.png,Adverse_A_scene_000008_000000000000000145.txt,Adverse_A,Adverse_A_scene_000008,000000000000000145
Adverse_A_scene_000008_000000000000000165.png,Adverse_A_scene_000008_000000000000000165.txt,Adverse_A,Adverse_A_scene_000008,000000000000000165
Adverse_A_scene_000008_000000000000000185.png,Adverse_A_scene_000008_000000000000000185.txt,Adverse_A,Adverse_A_scene_000008,000000000000000185
Adverse_A_scene_000008_000000000000000205.png,Adverse_A_scene_000008_000000000000000205.txt,Adverse_A,Adverse_A_scene_000008,000000000000000205
Adverse_A_scene_000009_000000000000000025.png,Adverse_A_scene_000009_000000000000000025.txt,Adverse_A,Adverse_A_scene_000009,000000000000000025
Adverse_A_scene_000009_000000000000000045.png,Adverse_A_scene_000009_000000000000000045.txt,Adverse_A,Adverse_A_scene_000009,000000000000000045
Adverse_A_scene_000009_000000000000000065.png,Adverse_A_scene_000009_000000000000000065.txt,Adverse_A,Adverse_A_scene_000009,000000000000000065
Adverse_A_scene_000009_000000000000000085.png,Adverse_A_scene_000009_000000000000000085.txt,Adverse_A,Adverse_A_scene_000009,000000000000000085
Adverse_A_scene_000009_000000000000000105.png,Adverse_A_scene_000009_000000000000000105.txt,Adverse_A,Adverse_A_scene_000009,000000000000000105
Adverse_A_scene_000009_000000000000000125.png,Adverse_A_scene_000009_000000000000000125.txt,Adverse_A,Adverse_A_scene_000009,000000000000000125
Adverse_A_scene_000009_000000000000000145.png,Adverse_A_scene_000009_000000000000000145.txt,Adverse_A,Adverse_A_scene_000009,000000000000000145
Adverse_A_scene_000009_000000000000000165.png,Adverse_A_scene_000009_000000000000000165.txt,Adverse_A,Adverse_A_scene_000009,000000000000000165
Adverse_A_scene_000009_000000000000000185.png,Adverse_A_scene_000009_000000000000000185.txt,Adverse_A,Adverse_A_scene_000009,000000000000000185
Adverse_A_scene_000009_000000000000000205.png,Adverse_A_scene_000009_000000000000000205.txt,Adverse_A,Adverse_A_scene_000009,000000000000000205
Adverse_A_scene_000010_000000000000000025.png,Adverse_A_scene_000010_000000000000000025.txt,Adverse_A,Adverse_A_scene_000010,000000000000000025
Adverse_A_scene_000010_000000000000000045.png,Adverse_A_scene_000010_000000000000000045.txt,Adverse_A,Adverse_A_scene_000010,000000000000000045
Adverse_A_scene_000010_000000000000000065.png,Adverse_A_scene_000010_000000000000000065.txt,Adverse_A,Adverse_A_scene_000010,000000000000000065
Adverse_A_scene_000010_000000000000000085.png,Adverse_A_scene_000010_000000000000000085.txt,Adverse_A,Adverse_A_scene_000010,000000000000000085
Adverse_A_scene_000010_000000000000000105.png,Adverse_A_scene_000010_000000000000000105.txt,Adverse_A,Adverse_A_scene_000010,000000000000000105
Adverse_A_scene_000010_000000000000000125.png,Adverse_A_scene_000010_000000000000000125.txt,Adverse_A,Adverse_A_scene_000010,000000000000000125
Adverse_A_scene_000010_000000000000000145.png,Adverse_A_scene_000010_000000000000000145.txt,Adverse_A,Adverse_A_scene_000010,000000000000000145
Adverse_A_scene_000010_000000000000000165.png,Adverse_A_scene_000010_000000000000000165.txt,Adverse_A,Adverse_A_scene_000010,000000000000000165
Adverse_A_scene_000010_000000000000000185.png,Adverse_A_scene_000010_000000000000000185.txt,Adverse_A,Adverse_A_scene_000010,000000000000000185
Adverse_A_scene_000010_000000000000000205.png,Adverse_A_scene_000010_000000000000000205.txt,Adverse_A,Adverse_A_scene_000010,000000000000000205
Adverse_A_scene_000011_000000000000000025.png,Adverse_A_scene_000011_000000000000000025.txt,Adverse_A,Adverse_A_scene_000011,000000000000000025
Adverse_A_scene_000011_000000000000000045.png,Adverse_A_scene_000011_000000000000000045.txt,Adverse_A,Adverse_A_scene_000011,000000000000000045
Adverse_A_scene_000011_000000000000000065.png,Adverse_A_scene_000011_000000000000000065.txt,Adverse_A,Adverse_A_scene_000011,000000000000000065
Adverse_A_scene_000011_000000000000000085.png,Adverse_A_scene_000011_000000000000000085.txt,Adverse_A,Adverse_A_scene_000011,000000000000000085
Adverse_A_scene_000011_000000000000000105.png,Adverse_A_scene_000011_000000000000000105.txt,Adverse_A,Adverse_A_scene_000011,000000000000000105
Adverse_A_scene_000011_000000000000000125.png,Adverse_A_scene_000011_000000000000000125.txt,Adverse_A,Adverse_A_scene_000011,000000000000000125
Adverse_A_scene_000011_000000000000000145.png,Adverse_A_scene_000011_000000000000000145.txt,Adverse_A,Adverse_A_scene_000011,000000000000000145
Adverse_A_scene_000011_000000000000000165.png,Adverse_A_scene_000011_000000000000000165.txt,Adverse_A,Adverse_A_scene_000011,000000000000000165
Adverse_A_scene_000011_000000000000000185.png,Adverse_A_scene_000011_000000000000000185.txt,Adverse_A,Adverse_A_scene_000011,000000000000000185
Adverse_A_scene_000011_000000000000000205.png,Adverse_A_scene_000011_000000000000000205.txt,Adverse_A,Adverse_A_scene_000011,000000000000000205
Adverse_A_scene_000012_000000000000000025.png,Adverse_A_scene_000012_000000000000000025.txt,Adverse_A,Adverse_A_scene_000012,000000000000000025
Adverse_A_scene_000012_000000000000000045.png,Adverse_A_scene_000012_000000000000000045.txt,Adverse_A,Adverse_A_scene_000012,000000000000000045
Adverse_A_scene_000012_000000000000000065.png,Adverse_A_scene_000012_000000000000000065.txt,Adverse_A,Adverse_A_scene_000012,000000000000000065
Adverse_A_scene_000012_000000000000000085.png,Adverse_A_scene_000012_000000000000000085.txt,Adverse_A,Adverse_A_scene_000012,000000000000000085
Adverse_A_scene_000012_000000000000000105.png,Adverse_A_scene_000012_000000000000000105.txt,Adverse_A,Adverse_A_scene_000012,000000000000000105
Adverse_A_scene_000012_000000000000000125.png,Adverse_A_scene_000012_000000000000000125.txt,Adverse_A,Adverse_A_scene_000012,000000000000000125
Adverse_A_scene_000012_000000000000000145.png,Adverse_A_scene_000012_000000000000000145.txt,Adverse_A,Adverse_A_scene_000012,000000000000000145
Adverse_A_scene_000012_000000000000000165.png,Adverse_A_scene_000012_000000000000000165.txt,Adverse_A,Adverse_A_scene_000012,000000000000000165
Adverse_A_scene_000012_000000000000000185.png,Adverse_A_scene_000012_000000000000000185.txt,Adverse_A,Adverse_A_scene_000012,000000000000000185
Adverse_A_scene_000012_000000000000000205.png,Adverse_A_scene_000012_000000000000000205.txt,Adverse_A,Adverse_A_scene_000012,000000000000000205
Adverse_A_scene_000013_000000000000000025.png,Adverse_A_scene_000013_000000000000000025.txt,Adverse_A,Adverse_A_scene_000013,000000000000000025
Adverse_A_scene_000013_000000000000000045.png,Adverse_A_scene_000013_000000000000000045.txt,Adverse_A,Adverse_A_scene_000013,000000000000000045
Adverse_A_scene_000013_000000000000000065.png,Adverse_A_scene_000013_000000000000000065.txt,Adverse_A,Adverse_A_scene_000013,000000000000000065
Adverse_A_scene_000013_000000000000000085.png,Adverse_A_scene_000013_000000000000000085.txt,Adverse_A,Adverse_A_scene_000013,000000000000000085
Adverse_A_scene_000013_000000000000000105.png,Adverse_A_scene_000013_000000000000000105.txt,Adverse_A,Adverse_A_scene_000013,000000000000000105
Adverse_A_scene_000013_000000000000000125.png,Adverse_A_scene_000013_000000000000000125.txt,Adverse_A,Adverse_A_scene_000013,000000000000000125
Adverse_A_scene_000013_000000000000000145.png,Adverse_A_scene_000013_000000000000000145.txt,Adverse_A,Adverse_A_scene_000013,000000000000000145
Adverse_A_scene_000013_000000000000000165.png,Adverse_A_scene_000013_000000000000000165.txt,Adverse_A,Adverse_A_scene_000013,000000000000000165
Adverse_A_scene_000013_000000000000000185.png,Adverse_A_scene_000013_000000000000000185.txt,Adverse_A,Adverse_A_scene_000013,000000000000000185
Adverse_A_scene_000013_000000000000000205.png,Adverse_A_scene_000013_000000000000000205.txt,Adverse_A,Adverse_A_scene_000013,000000000000000205
Adverse_A_scene_000014_000000000000000025.png,Adverse_A_scene_000014_000000000000000025.txt,Adverse_A,Adverse_A_scene_000014,000000000000000025
Adverse_A_scene_000014_000000000000000045.png,Adverse_A_scene_000014_000000000000000045.txt,Adverse_A,Adverse_A_scene_000014,000000000000000045
Adverse_A_scene_000014_000000000000000065.png,Adverse_A_scene_000014_000000000000000065.txt,Adverse_A,Adverse_A_scene_000014,000000000000000065
Adverse_A_scene_000014_000000000000000085.png,Adverse_A_scene_000014_000000000000000085.txt,Adverse_A,Adverse_A_scene_000014,000000000000000085
Adverse_A_scene_000014_000000000000000105.png,Adverse_A_scene_000014_000000000000000105.txt,Adverse_A,Adverse_A_scene_000014,000000000000000105
Adverse_A_scene_000014_000000000000000125.png,Adverse_A_scene_000014_000000000000000125.txt,Adverse_A,Adverse_A_scene_000014,000000000000000125
Adverse_A_scene_000014_000000000000000145.png,Adverse_A_scene_000014_000000000000000145.txt,Adverse_A,Adverse_A_scene_000014,000000000000000145
Adverse_A_scene_000014_000000000000000165.png,Adverse_A_scene_000014_000000000000000165.txt,Adverse_A,Adverse_A_scene_000014,000000000000000165
Adverse_A_scene_000014_000000000000000185.png,Adverse_A_scene_000014_000000000000000185.txt,Adverse_A,Adverse_A_scene_000014,000000000000000185
Adverse_A_scene_000014_000000000000000205.png,Adverse_A_scene_000014_000000000000000205.txt,Adverse_A,Adverse_A_scene_000014,000000000000000205
Adverse_A_scene_000015_000000000000000025.png,Adverse_A_scene_000015_000000000000000025.txt,Adverse_A,Adverse_A_scene_000015,000000000000000025
Adverse_A_scene_000015_000000000000000045.png,Adverse_A_scene_000015_000000000000000045.txt,Adverse_A,Adverse_A_scene_000015,000000000000000045
Adverse_A_scene_000015_000000000000000065.png,Adverse_A_scene_000015_000000000000000065.txt,Adverse_A,Adverse_A_scene_000015,000000000000000065
Adverse_A_scene_000015_000000000000000085.png,Adverse_A_scene_000015_000000000000000085.txt,Adverse_A,Adverse_A_scene_000015,000000000000000085
Adverse_A_scene_000015_000000000000000105.png,Adverse_A_scene_000015_000000000000000105.txt,Adverse_A,Adverse_A_scene_000015,000000000000000105
Adverse_A_scene_000015_000000000000000125.png,Adverse_A_scene_000015_000000000000000125.txt,Adverse_A,Adverse_A_scene_000015,000000000000000125
Adverse_A_scene_000015_000000000000000145.png,Adverse_A_scene_000015_000000000000000145.txt,Adverse_A,Adverse_A_scene_000015,000000000000000145
Adverse_A_scene_000015_000000000000000165.png,Adverse_A_scene_000015_000000000000000165.txt,Adverse_A,Adverse_A_scene_000015,000000000000000165
Adverse_A_scene_000015_000000000000000185.png,Adverse_A_scene_000015_000000000000000185.txt,Adverse_A,Adverse_A_scene_000015,000000000000000185
Adverse_A_scene_000015_000000000000000205.png,Adverse_A_scene_000015_000000000000000205.txt,Adverse_A,Adverse_A_scene_000015,000000000000000205
Adverse_A_scene_000016_000000000000000025.png,Adverse_A_scene_000016_000000000000000025.txt,Adverse_A,Adverse_A_scene_000016,000000000000000025
Adverse_A_scene_000016_000000000000000045.png,Adverse_A_scene_000016_000000000000000045.txt,Adverse_A,Adverse_A_scene_000016,000000000000000045
Adverse_A_scene_000016_000000000000000065.png,Adverse_A_scene_000016_000000000000000065.txt,Adverse_A,Adverse_A_scene_000016,000000000000000065
Adverse_A_scene_000016_000000000000000085.png,Adverse_A_scene_000016_000000000000000085.txt,Adverse_A,Adverse_A_scene_000016,000000000000000085
Adverse_A_scene_000016_000000000000000105.png,Adverse_A_scene_000016_000000000000000105.txt,Adverse_A,Adverse_A_scene_000016,000000000000000105
Adverse_A_scene_000016_000000000000000125.png,Adverse_A_scene_000016_000000000000000125.txt,Adverse_A,Adverse_A_scene_000016,000000000000000125
Adverse_A_scene_000016_000000000000000145.png,Adverse_A_scene_000016_000000000000000145.txt,Adverse_A,Adverse_A_scene_000016,000000000000000145
Adverse_A_scene_000016_000000000000000165.png,Adverse_A_scene_000016_000000000000000165.txt,Adverse_A,Adverse_A_scene_000016,000000000000000165
Adverse_A_scene_000016_000000000000000185.png,Adverse_A_scene_000016_000000000000000185.txt,Adverse_A,Adverse_A_scene_000016,000000000000000185
Adverse_A_scene_000016_000000000000000205.png,Adverse_A_scene_000016_000000000000000205.txt,Adverse_A,Adverse_A_scene_000016,000000000000000205
Adverse_A_scene_000017_000000000000000025.png,Adverse_A_scene_000017_000000000000000025.txt,Adverse_A,Adverse_A_scene_000017,000000000000000025
Adverse_A_scene_000017_000000000000000045.png,Adverse_A_scene_000017_000000000000000045.txt,Adverse_A,Adverse_A_scene_000017,000000000000000045
Adverse_A_scene_000017_000000000000000065.png,Adverse_A_scene_000017_000000000000000065.txt,Adverse_A,Adverse_A_scene_000017,000000000000000065
Adverse_A_scene_000017_000000000000000085.png,Adverse_A_scene_000017_000000000000000085.txt,Adverse_A,Adverse_A_scene_000017,000000000000000085
Adverse_A_scene_000017_000000000000000105.png,Adverse_A_scene_000017_000000000000000105.txt,Adverse_A,Adverse_A_scene_000017,000000000000000105
Adverse_A_scene_000017_000000000000000125.png,Adverse_A_scene_000017_000000000000000125.txt,Adverse_A,Adverse_A_scene_000017,000000000000000125
Adverse_A_scene_000017_000000000000000145.png,Adverse_A_scene_000017_000000000000000145.txt,Adverse_A,Adverse_A_scene_000017,000000000000000145
Adverse_A_scene_000017_000000000000000165.png,Adverse_A_scene_000017_000000000000000165.txt,Adverse_A,Adverse_A_scene_000017,000000000000000165
Adverse_A_scene_000017_000000000000000185.png,Adverse_A_scene_000017_000000000000000185.txt,Adverse_A,Adverse_A_scene_000017,000000000000000185
Adverse_A_scene_000017_000000000000000205.png,Adverse_A_scene_000017_000000000000000205.txt,Adverse_A,Adverse_A_scene_000017,000000000000000205
Adverse_A_scene_000018_000000000000000025.png,Adverse_A_scene_000018_000000000000000025.txt,Adverse_A,Adverse_A_scene_000018,000000000000000025
Adverse_A_scene_000018_000000000000000045.png,Adverse_A_scene_000018_000000000000000045.txt,Adverse_A,Adverse_A_scene_000018,000000000000000045
Adverse_A_scene_000018_000000000000000065.png,Adverse_A_scene_000018_000000000000000065.txt,Adverse_A,Adverse_A_scene_000018,000000000000000065
Adverse_A_scene_000018_000000000000000085.png,Adverse_A_scene_000018_000000000000000085.txt,Adverse_A,Adverse_A_scene_000018,000000000000000085
Adverse_A_scene_000018_000000000000000105.png,Adverse_A_scene_000018_000000000000000105.txt,Adverse_A,Adverse_A_scene_000018,000000000000000105
Adverse_A_scene_000018_000000000000000125.png,Adverse_A_scene_000018_000000000000000125.txt,Adverse_A,Adverse_A_scene_000018,000000000000000125
Adverse_A_scene_000018_000000000000000145.png,Adverse_A_scene_000018_000000000000000145.txt,Adverse_A,Adverse_A_scene_000018,000000000000000145
Adverse_A_scene_000018_000000000000000165.png,Adverse_A_scene_000018_000000000000000165.txt,Adverse_A,Adverse_A_scene_000018,000000000000000165
Adverse_A_scene_000018_000000000000000185.png,Adverse_A_scene_000018_000000000000000185.txt,Adverse_A,Adverse_A_scene_000018,000000000000000185
Adverse_A_scene_000018_000000000000000205.png,Adverse_A_scene_000018_000000000000000205.txt,Adverse_A,Adverse_A_scene_000018,000000000000000205
Adverse_A_scene_000019_000000000000000025.png,Adverse_A_scene_000019_000000000000000025.txt,Adverse_A,Adverse_A_scene_000019,000000000000000025
Adverse_A_scene_000019_000000000000000045.png,Adverse_A_scene_000019_000000000000000045.txt,Adverse_A,Adverse_A_scene_000019,000000000000000045
Adverse_A_scene_000019_000000000000000065.png,Adverse_A_scene_000019_000000000000000065.txt,Adverse_A,Adverse_A_scene_000019,000000000000000065
Adverse_A_scene_000019_000000000000000085.png,Adverse_A_scene_000019_000000000000000085.txt,Adverse_A,Adverse_A_scene_000019,000000000000000085
